x	y	z	rad	rnd	nam
111790	960	27890	180	-180	plant_bigtree_04.ldr
151510	960	34710	180	-270	plant_bigtree_04.ldr
80370	1504	42590	180	0	plant_bigtree_04.ldr
67650	960	15170	180	270	plant_bigtree_04.ldr
67950	960	98750	180	-90	plant_bigtree_04.ldr
151710	960	67770	180	-90	plant_bigtree_04.ldr
35270	480	81310	180	90	plant_bigtree_04.ldr
77730	960	1610	180	0	plant_bigtree_04.ldr
64090	544	90430	180	-90	plant_bigtree_04.ldr
74550	960	75210	180	90	plant_bigtree_04.ldr
128270	960	54470	180	-90	plant_bigtree_04.ldr
55550	2600	13690	180	0	plant_bigtree_04.ldr
70690	960	19010	180	-90	plant_bigtree_04.ldr
50730	960	71170	180	-270	plant_bigtree_04.ldr
143970	960	76690	180	90	plant_bigtree_04.ldr
153850	960	149410	180	90	plant_bigtree_04.ldr
162970	960	11630	180	0	plant_bigtree_04.ldr
159210	960	45910	180	90	plant_bigtree_04.ldr
79890	960	7510	180	-90	plant_bigtree_04.ldr
101750	952	84450	180	0	plant_bigtree_04.ldr
101310	960	18150	180	180	plant_bigtree_04.ldr
99410	960	36990	180	-90	plant_bigtree_04.ldr
116530	4568	151550	180	-90	plant_bigtree_04.ldr
51170	4928	22750	180	-90	plant_bigtree_04.ldr
59070	960	106550	180	-180	plant_bigtree_04.ldr
43570	960	97890	180	270	plant_bigtree_04.ldr
153150	960	21850	180	0	plant_bigtree_04.ldr
82830	1312	52330	180	270	plant_bigtree_04.ldr
10650	960	69010	180	0	plant_bigtree_04.ldr
148190	960	75470	180	-90	plant_bigtree_04.ldr
13950	960	96890	180	-90	plant_bigtree_04.ldr
127550	960	16670	180	0	plant_bigtree_04.ldr
80970	960	6350	180	-270	plant_bigtree_04.ldr
84630	960	97170	180	90	plant_bigtree_04.ldr
146550	992	146810	180	90	plant_bigtree_04.ldr
159030	736	40010	180	-90	plant_bigtree_04.ldr
100070	960	93590	180	90	plant_bigtree_04.ldr
152570	968	159890	180	180	plant_bigtree_04.ldr
162210	960	139790	180	180	plant_bigtree_04.ldr
106490	232	71170	180	0	plant_bigtree_04.ldr
119350	960	49330	180	-90	plant_bigtree_04.ldr
152370	960	34270	180	-90	plant_bigtree_04.ldr
154530	960	74750	180	0	plant_bigtree_04.ldr
115010	960	88590	180	180	plant_bigtree_04.ldr
120330	960	17210	180	0	plant_bigtree_04.ldr
61670	960	97250	180	0	plant_bigtree_04.ldr
125210	960	68990	180	0	plant_bigtree_04.ldr
159470	2504	92670	180	0	plant_bigtree_04.ldr
119070	960	28270	180	180	plant_bigtree_04.ldr
145570	1000	72870	180	180	plant_bigtree_04.ldr
118070	960	74470	180	0	plant_bigtree_04.ldr
105790	960	62710	180	0	plant_bigtree_04.ldr
115390	960	32670	180	270	plant_bigtree_04.ldr
53290	960	99210	180	180	plant_bigtree_04.ldr
154270	960	144370	180	270	plant_bigtree_04.ldr
159490	960	72930	180	-270	plant_bigtree_04.ldr
30310	960	96670	180	180	plant_bigtree_04.ldr
117630	960	22190	180	-180	plant_bigtree_04.ldr
130170	960	76830	180	-90	plant_bigtree_04.ldr
143570	992	152270	180	180	plant_bigtree_04.ldr
71630	1592	49050	180	90	plant_bigtree_04.ldr
26390	208	77190	180	270	plant_bigtree_04.ldr
5790	960	68770	180	-90	plant_bigtree_04.ldr
65550	960	6410	180	-90	plant_bigtree_04.ldr
50510	2184	155470	180	270	plant_bigtree_04.ldr
151330	960	71570	180	-90	plant_bigtree_04.ldr
151690	960	78670	180	-180	plant_bigtree_04.ldr
34170	960	119790	180	90	plant_bigtree_04.ldr
135350	960	59090	180	0	plant_bigtree_04.ldr
27970	960	73290	180	-180	plant_bigtree_04.ldr
89910	960	87390	180	0	plant_bigtree_04.ldr
123830	2488	107630	180	-90	plant_bigtree_04.ldr
120010	960	13950	180	-90	plant_bigtree_04.ldr
8650	1104	19310	180	90	plant_bigtree_04.ldr
89610	960	78490	180	-360	plant_bigtree_04.ldr
31510	2704	14890	180	-180	plant_bigtree_04.ldr
76030	960	82230	180	180	plant_bigtree_04.ldr
80530	960	23930	180	0	plant_bigtree_04.ldr
136510	960	17710	180	0	plant_bigtree_04.ldr
139950	960	1050	180	90	plant_bigtree_04.ldr
150410	960	56310	180	-90	plant_bigtree_04.ldr
100570	960	19030	180	0	plant_bigtree_04.ldr
142490	960	24250	180	90	plant_bigtree_04.ldr
87490	960	153850	180	-180	plant_bigtree_04.ldr
60810	1240	9670	180	-90	plant_bigtree_04.ldr
49910	1136	112810	180	0	plant_bigtree_04.ldr
98150	960	76270	180	270	plant_bigtree_04.ldr
93070	960	16110	180	-90	plant_bigtree_04.ldr
106350	960	66590	180	0	plant_bigtree_04.ldr
113390	960	88670	180	-180	plant_bigtree_04.ldr
123730	1288	103410	180	180	plant_bigtree_04.ldr
47690	1088	129550	180	270	plant_bigtree_04.ldr
49010	960	139670	180	90	plant_bigtree_04.ldr
68550	960	100150	180	-90	plant_bigtree_04.ldr
94490	1304	150190	180	-90	plant_bigtree_04.ldr
127390	960	86790	180	0	plant_bigtree_04.ldr
155510	2328	126330	180	90	plant_bigtree_04.ldr
33150	960	113230	180	0	plant_bigtree_04.ldr
142310	960	52770	180	90	plant_bigtree_04.ldr
66530	960	156950	180	0	plant_bigtree_04.ldr
54230	960	1450	180	90	plant_bigtree_04.ldr
9730	960	49450	180	-90	plant_bigtree_04.ldr
90010	1432	147710	180	180	plant_bigtree_04.ldr
123670	960	87630	180	-180	plant_bigtree_04.ldr
73070	960	19690	180	90	plant_bigtree_04.ldr
60150	960	79390	180	-90	plant_bigtree_04.ldr
86990	1120	148630	180	180	plant_bigtree_04.ldr
14150	960	2510	180	90	plant_bigtree_04.ldr
142970	960	88230	180	180	plant_bigtree_04.ldr
30310	584	80550	180	90	plant_bigtree_04.ldr
111570	960	52570	180	-270	plant_bigtree_04.ldr
138110	960	97170	180	-90	plant_bigtree_04.ldr
44330	3168	153250	180	-90	plant_bigtree_04.ldr
64190	1592	145790	180	180	plant_bigtree_04.ldr
70670	960	160790	180	-90	plant_bigtree_04.ldr
137670	960	14050	180	0	plant_bigtree_04.ldr
5630	960	100850	180	-90	plant_bigtree_04.ldr
106170	960	59710	180	-90	plant_bigtree_04.ldr
151550	960	25250	180	90	plant_bigtree_04.ldr
61410	960	156570	180	0	plant_bigtree_04.ldr
11890	960	106630	180	-90	plant_bigtree_04.ldr
105810	960	68870	180	-270	plant_bigtree_04.ldr
53730	1792	156450	180	0	plant_bigtree_04.ldr
141450	960	39350	180	90	plant_bigtree_04.ldr
129090	960	90930	180	0	plant_bigtree_04.ldr
110010	960	56330	180	0	plant_bigtree_04.ldr
29230	960	97570	180	-180	plant_bigtree_04.ldr
148750	960	90230	180	180	plant_bigtree_04.ldr
56950	960	95110	180	0	plant_bigtree_04.ldr
63470	1856	143050	180	180	plant_bigtree_04.ldr
68050	960	2850	180	-180	plant_bigtree_04.ldr
137990	968	101770	180	0	plant_bigtree_04.ldr
134850	960	60910	180	-90	plant_bigtree_04.ldr
64790	960	100590	180	90	plant_bigtree_04.ldr
14670	960	51090	180	270	plant_bigtree_04.ldr
123490	960	75790	180	90	plant_bigtree_04.ldr
112810	960	49210	180	0	plant_bigtree_04.ldr
89750	960	18930	180	0	plant_bigtree_04.ldr
24730	3288	21730	180	-270	plant_bigtree_04.ldr
8170	960	77950	180	-90	plant_bigtree_04.ldr
130610	2152	107150	180	-90	plant_bigtree_04.ldr
3530	1648	41570	180	90	plant_bigtree_04.ldr
10530	6968	129030	180	180	plant_bigtree_04.ldr
107630	960	30130	180	90	plant_bigtree_04.ldr
5270	288	76270	180	0	plant_bigtree_04.ldr
7110	960	48230	180	0	plant_bigtree_04.ldr
7950	1768	32290	180	-180	plant_bigtree_04.ldr
92890	960	72990	180	270	plant_bigtree_04.ldr
96170	960	89770	180	0	plant_bigtree_04.ldr
61030	1240	147010	180	270	plant_bigtree_04.ldr
1850	960	2250	180	0	plant_bigtree_04.ldr
52430	1440	151690	180	180	plant_bigtree_04.ldr
31910	2328	49990	180	0	plant_bigtree_04.ldr
150930	960	82930	180	180	plant_bigtree_04.ldr
108810	960	75410	180	0	plant_bigtree_04.ldr
113950	960	84950	180	270	plant_bigtree_04.ldr
153770	1352	134470	180	-90	plant_bigtree_04.ldr
42510	960	76210	180	90	plant_bigtree_04.ldr
67450	960	75470	180	90	plant_bigtree_04.ldr
90130	960	162830	180	-180	plant_bigtree_04.ldr
123750	960	57490	180	180	plant_bigtree_04.ldr
153830	960	50170	180	-90	plant_bigtree_04.ldr
124850	960	62590	180	90	plant_bigtree_04.ldr
155770	1120	87810	180	90	plant_bigtree_04.ldr
119730	976	99130	180	180	plant_bigtree_04.ldr
54190	1400	111710	180	270	plant_bigtree_04.ldr
151610	3728	105810	180	180	plant_bigtree_04.ldr
8350	960	88390	180	180	plant_bigtree_04.ldr
139670	960	93470	180	-180	plant_bigtree_04.ldr
63170	1112	150810	180	270	plant_bigtree_04.ldr
63490	960	97950	180	-180	plant_bigtree_04.ldr
83290	960	28110	180	0	plant_bigtree_04.ldr
79010	960	157010	180	180	plant_bigtree_04.ldr
137550	960	85610	180	0	plant_bigtree_04.ldr
61830	960	104890	180	-180	plant_bigtree_04.ldr
66150	1344	17210	180	-90	plant_bigtree_04.ldr
128430	960	37010	180	180	plant_bigtree_04.ldr
105110	96	73510	180	0	plant_bigtree_04.ldr
41010	960	68710	180	-180	plant_bigtree_04.ldr
134430	1392	68470	180	0	plant_bigtree_04.ldr
27550	960	102270	180	0	plant_bigtree_04.ldr
71410	960	152950	180	0	plant_bigtree_04.ldr
119030	960	76410	180	-90	plant_bigtree_04.ldr
24330	2328	42610	180	-180	plant_bigtree_04.ldr
100090	960	18990	180	0	plant_bigtree_04.ldr
51410	960	136230	180	-270	plant_bigtree_04.ldr
5470	960	53910	180	0	plant_bigtree_04.ldr
56930	1000	141730	180	-90	plant_bigtree_04.ldr
144190	960	82230	180	0	plant_bigtree_04.ldr
55350	3120	54130	180	-180	plant_bigtree_04.ldr
83250	408	90090	180	180	plant_bigtree_04.ldr
123530	960	11430	180	-90	plant_bigtree_04.ldr
104530	696	76770	180	0	plant_bigtree_04.ldr
97830	960	53830	180	180	plant_bigtree_04.ldr
54490	960	90530	180	-90	plant_bigtree_04.ldr
123330	960	93210	180	-90	plant_bigtree_04.ldr
69430	960	77210	180	-90	plant_bigtree_04.ldr
39570	2080	56110	180	0	plant_bigtree_04.ldr
55230	960	94570	180	-90	plant_bigtree_04.ldr
129850	960	97090	180	90	plant_bigtree_04.ldr
61870	1048	152470	180	-90	plant_bigtree_04.ldr
41690	6184	28070	180	0	plant_bigtree_04.ldr
3610	1104	19970	180	180	plant_bigtree_04.ldr
137970	960	48930	180	0	plant_bigtree_04.ldr
81170	960	94950	180	270	plant_bigtree_04.ldr
690	960	87990	180	90	plant_bigtree_04.ldr
158090	960	45390	180	360	plant_bigtree_04.ldr
154730	960	64370	180	-90	plant_bigtree_04.ldr
132550	960	80390	180	180	plant_bigtree_04.ldr
74910	960	74790	180	0	plant_bigtree_04.ldr
95350	960	35330	180	90	plant_bigtree_04.ldr
88410	960	53930	180	0	plant_bigtree_04.ldr
31910	2280	11950	180	-180	plant_bigtree_04.ldr
94950	960	4570	180	90	plant_bigtree_04.ldr
80450	960	156830	180	0	plant_bigtree_04.ldr
134250	1064	75830	180	90	plant_bigtree_04.ldr
63710	960	155210	180	-90	plant_bigtree_04.ldr
139270	960	159010	180	90	plant_bigtree_04.ldr
76710	960	30730	180	360	plant_bigtree_04.ldr
6450	960	17210	180	0	plant_bigtree_04.ldr
3270	960	59410	180	-90	plant_bigtree_04.ldr
40830	960	97710	180	0	plant_bigtree_04.ldr
159410	1912	91150	180	90	plant_bigtree_04.ldr
26310	960	60070	180	90	plant_bigtree_04.ldr
66410	960	159850	180	0	plant_bigtree_04.ldr
105410	960	90490	180	0	plant_bigtree_04.ldr
65610	960	85610	180	0	plant_bigtree_04.ldr
82310	960	157590	180	-90	plant_bigtree_04.ldr
146510	1272	65290	180	0	plant_bigtree_04.ldr
59290	960	80850	180	-270	plant_bigtree_04.ldr
51050	960	95610	180	-90	plant_bigtree_04.ldr
92310	960	7490	180	90	plant_bigtree_04.ldr
124530	960	42010	180	-90	plant_bigtree_04.ldr
43450	2032	145270	180	0	plant_bigtree_04.ldr
103590	960	17210	180	0	plant_bigtree_04.ldr
81190	1184	36530	180	90	plant_bigtree_04.ldr
130310	1088	66990	180	0	plant_bigtree_04.ldr
6210	1568	161930	180	-90	plant_bigtree_04.ldr
19270	1856	18230	180	180	plant_bigtree_04.ldr
89510	960	890	180	90	plant_bigtree_04.ldr
137310	1240	62230	180	0	plant_bigtree_04.ldr
55550	2016	10110	180	90	plant_bigtree_04.ldr
128370	960	10370	180	180	plant_bigtree_04.ldr
160750	960	6390	180	180	plant_bigtree_04.ldr
125790	960	67330	180	0	plant_bigtree_04.ldr
138670	960	57690	180	-90	plant_bigtree_04.ldr
153290	960	15590	180	-180	plant_bigtree_04.ldr
43230	960	76810	180	-180	plant_bigtree_04.ldr
10570	960	108090	180	90	plant_bigtree_04.ldr
28230	960	57330	180	90	plant_bigtree_04.ldr
96150	960	81890	180	-270	plant_bigtree_04.ldr
84510	960	61570	180	90	plant_bigtree_04.ldr
37410	960	80050	180	0	plant_bigtree_04.ldr
88890	960	8670	180	90	plant_bigtree_04.ldr
100490	960	61370	180	0	plant_bigtree_04.ldr
170	960	105270	180	0	plant_bigtree_04.ldr
45350	960	79250	180	-90	plant_bigtree_04.ldr
123090	960	40690	180	180	plant_bigtree_04.ldr
146850	960	28610	180	-90	plant_bigtree_04.ldr
119590	960	29390	180	180	plant_bigtree_04.ldr
153930	960	2310	180	90	plant_bigtree_04.ldr
103970	592	77170	180	90	plant_bigtree_04.ldr
159690	960	20050	180	270	plant_bigtree_04.ldr
107390	960	14670	180	0	plant_bigtree_04.ldr
7450	1040	18510	180	90	plant_bigtree_04.ldr
128110	960	10070	180	0	plant_bigtree_04.ldr
15630	1944	34130	180	-180	plant_bigtree_04.ldr
153650	960	26770	180	270	plant_bigtree_04.ldr
48630	64	88370	180	0	plant_bigtree_04.ldr
51830	960	143690	180	0	plant_bigtree_04.ldr
53430	960	145790	180	0	plant_bigtree_04.ldr
64710	2152	142190	180	90	plant_bigtree_04.ldr
48810	960	92490	180	0	plant_bigtree_04.ldr
95570	960	29050	180	0	plant_bigtree_04.ldr
30310	960	64710	180	0	plant_bigtree_04.ldr
77670	960	72030	180	90	plant_bigtree_04.ldr
67230	960	9890	180	-90	plant_bigtree_04.ldr
105990	960	60550	180	90	plant_bigtree_04.ldr
94370	960	92990	180	0	plant_bigtree_04.ldr
151930	3576	104050	180	-270	plant_bigtree_04.ldr
149390	960	84590	180	-180	plant_bigtree_04.ldr
122010	960	6350	180	0	plant_bigtree_04.ldr
50350	960	103030	180	0	plant_bigtree_04.ldr
27390	960	93910	180	0	plant_bigtree_04.ldr
76110	2096	104730	180	-180	plant_bigtree_04.ldr
28290	960	92970	180	0	plant_bigtree_04.ldr
23810	960	109870	180	90	plant_bigtree_04.ldr
12310	216	75610	180	90	plant_bigtree_04.ldr
101310	456	81890	180	-270	plant_bigtree_04.ldr
26710	960	106370	180	-180	plant_bigtree_04.ldr
128890	960	70370	180	-270	plant_bigtree_04.ldr
139110	960	2930	180	0	plant_bigtree_04.ldr
156190	1040	152070	180	-90	plant_bigtree_04.ldr
115410	960	87750	180	-90	plant_bigtree_04.ldr
59750	3952	24430	180	90	plant_bigtree_04.ldr
30930	1184	2910	180	-90	plant_bigtree_04.ldr
51930	1760	153890	180	-180	plant_bigtree_04.ldr
96770	960	8470	180	-90	plant_bigtree_04.ldr
3890	1104	47910	180	0	plant_bigtree_04.ldr
156530	960	32290	180	-180	plant_bigtree_04.ldr
143470	960	157070	180	90	plant_bigtree_04.ldr
119050	120	55450	180	-90	plant_bigtree_04.ldr
86650	960	94410	180	-90	plant_bigtree_04.ldr
117690	960	32490	180	270	plant_bigtree_04.ldr
130870	960	33290	180	-90	plant_bigtree_04.ldr
153650	960	148950	180	90	plant_bigtree_04.ldr
82510	1424	146310	180	0	plant_bigtree_04.ldr
65670	4104	135530	180	0	plant_bigtree_04.ldr
131550	960	97570	180	90	plant_bigtree_04.ldr
970	960	65510	180	-180	plant_bigtree_04.ldr
154970	4384	103590	180	180	plant_bigtree_04.ldr
99230	960	8130	180	-90	plant_bigtree_04.ldr
150890	960	45090	180	180	plant_bigtree_04.ldr
130530	984	102110	180	0	plant_bigtree_04.ldr
155950	960	47430	180	-90	plant_bigtree_04.ldr
57630	3608	123510	180	0	plant_bigtree_04.ldr
145650	1104	96130	180	90	plant_bigtree_04.ldr
125830	960	95370	180	-180	plant_bigtree_04.ldr
490	960	8730	180	-270	plant_bigtree_04.ldr
85830	1320	46950	180	-90	plant_bigtree_04.ldr
73650	1216	60270	180	270	plant_bigtree_04.ldr
12110	960	65690	180	0	plant_bigtree_04.ldr
111350	960	13510	180	90	plant_bigtree_04.ldr
4030	960	13590	180	90	plant_bigtree_04.ldr
137870	960	4070	180	180	plant_bigtree_04.ldr
88110	960	8490	180	180	plant_bigtree_04.ldr
101370	968	2530	180	0	plant_bigtree_04.ldr
158830	960	78490	180	0	plant_bigtree_04.ldr
24370	960	54310	180	-90	plant_bigtree_04.ldr
134130	960	28110	180	-270	plant_bigtree_04.ldr
18830	960	2990	180	0	plant_bigtree_04.ldr
107770	960	54950	180	180	plant_bigtree_04.ldr
77750	960	83810	180	0	plant_bigtree_04.ldr
90630	960	2130	180	0	plant_bigtree_04.ldr
138990	960	95110	180	-180	plant_bigtree_04.ldr
65890	3064	43250	180	-270	plant_bigtree_04.ldr
129590	960	42970	180	-90	plant_bigtree_04.ldr
14670	960	59450	180	0	plant_bigtree_04.ldr
47710	5536	34310	180	-180	plant_bigtree_04.ldr
15870	960	81890	180	-90	plant_bigtree_04.ldr
147790	1896	100090	180	0	plant_bigtree_04.ldr
147230	960	46890	180	-90	plant_bigtree_04.ldr
146430	3016	108490	180	-90	plant_bigtree_04.ldr
108510	960	34710	180	-180	plant_bigtree_04.ldr
17910	960	49630	180	180	plant_bigtree_04.ldr
146110	960	84150	180	180	plant_bigtree_04.ldr
136010	960	23870	180	0	plant_bigtree_04.ldr
161750	960	132570	180	180	plant_bigtree_04.ldr
92670	2560	144530	180	90	plant_bigtree_04.ldr
136190	960	29190	180	90	plant_bigtree_04.ldr
71750	2312	38510	180	0	plant_bigtree_04.ldr
78950	960	31730	180	90	plant_bigtree_04.ldr
950	960	63230	180	180	plant_bigtree_04.ldr
42910	952	87870	180	0	plant_bigtree_04.ldr
125010	960	80790	180	-180	plant_bigtree_04.ldr
94270	960	69850	180	0	plant_bigtree_04.ldr
55550	960	72470	180	0	plant_bigtree_04.ldr
158230	1144	131690	180	-180	plant_bigtree_04.ldr
80010	960	19490	180	0	plant_bigtree_04.ldr
152410	960	65490	180	180	plant_bigtree_04.ldr
110130	760	65090	180	270	plant_bigtree_04.ldr
140610	1328	72510	180	-180	plant_bigtree_04.ldr
155130	824	40610	180	-180	plant_bigtree_04.ldr
44950	1544	61270	180	0	plant_bigtree_04.ldr
157870	960	58790	180	0	plant_bigtree_04.ldr
74290	960	21630	180	90	plant_bigtree_04.ldr
127170	960	87230	180	90	plant_bigtree_04.ldr
150890	960	89410	180	-90	plant_bigtree_04.ldr
106390	960	80630	180	90	plant_bigtree_04.ldr
143310	1424	69150	180	-180	plant_bigtree_04.ldr
120350	960	59210	180	180	plant_bigtree_04.ldr
125210	960	52670	180	90	plant_bigtree_04.ldr
148810	960	59010	180	-270	plant_bigtree_04.ldr
129750	2336	107830	180	180	plant_bigtree_04.ldr
1630	1288	162070	180	-270	plant_bigtree_04.ldr
55530	960	106050	180	270	plant_bigtree_04.ldr
7270	960	101470	180	0	plant_bigtree_04.ldr
31550	960	74590	180	180	plant_bigtree_04.ldr
44570	1640	60630	180	90	plant_bigtree_04.ldr
62090	960	94730	180	180	plant_bigtree_04.ldr
149950	960	87410	180	0	plant_bigtree_04.ldr
46410	1184	140750	180	0	plant_bigtree_04.ldr
109370	368	68090	180	-270	plant_bigtree_04.ldr
105630	960	85610	180	90	plant_bigtree_04.ldr
1470	960	104930	180	-90	plant_bigtree_04.ldr
10230	960	97790	180	-90	plant_bigtree_04.ldr
3990	1816	31710	180	90	plant_bigtree_04.ldr
86410	960	79450	180	0	plant_bigtree_04.ldr
138050	960	5750	180	90	plant_bigtree_04.ldr
130530	960	93950	180	-180	plant_bigtree_04.ldr
42510	2152	142870	180	-270	plant_bigtree_04.ldr
116030	960	89430	180	180	plant_bigtree_04.ldr
113430	960	15950	180	0	plant_bigtree_04.ldr
9150	960	90550	180	90	plant_bigtree_04.ldr
49270	288	88070	180	0	plant_bigtree_04.ldr
90610	960	29250	180	90	plant_bigtree_04.ldr
86270	960	93070	180	90	plant_bigtree_04.ldr
127230	960	59410	180	0	plant_bigtree_04.ldr
139330	960	54710	180	90	plant_bigtree_04.ldr
156390	960	22990	180	90	plant_bigtree_04.ldr
134310	1224	103450	180	-270	plant_bigtree_04.ldr
150510	960	5830	180	-180	plant_bigtree_04.ldr
78350	960	86090	180	90	plant_bigtree_04.ldr
93270	960	153790	180	90	plant_bigtree_04.ldr
96290	960	17570	180	90	plant_bigtree_04.ldr
96210	960	9630	180	-90	plant_bigtree_04.ldr
7610	960	73250	180	180	plant_bigtree_04.ldr
102790	960	62750	180	-90	plant_bigtree_04.ldr
77050	960	16990	180	-360	plant_bigtree_04.ldr
23250	960	108190	180	180	plant_bigtree_04.ldr
125630	960	21250	180	0	plant_bigtree_04.ldr
129850	960	94530	180	180	plant_bigtree_04.ldr
4190	960	5710	180	90	plant_bigtree_04.ldr
13370	960	58750	180	-90	plant_bigtree_04.ldr
16450	2456	116750	180	-90	plant_bigtree_04.ldr
33330	336	81550	180	90	plant_bigtree_04.ldr
115690	960	71830	180	360	plant_bigtree_04.ldr
86090	960	156870	180	90	plant_bigtree_04.ldr
41290	2048	132910	180	-180	plant_bigtree_04.ldr
68650	960	10670	180	-180	plant_bigtree_04.ldr
30150	960	90490	180	-180	plant_bigtree_04.ldr
91050	960	81730	180	-90	plant_bigtree_04.ldr
83930	1416	146350	180	0	plant_bigtree_04.ldr
157690	1040	134330	180	-90	plant_bigtree_04.ldr
147390	960	22770	180	-180	plant_bigtree_04.ldr
17350	960	61690	180	90	plant_bigtree_04.ldr
16190	960	47110	180	180	plant_bigtree_04.ldr
98450	960	62490	180	-90	plant_bigtree_04.ldr
163690	2752	147170	180	-90	plant_bigtree_04.ldr
116130	960	67190	180	270	plant_bigtree_04.ldr
100910	1712	153170	180	-180	plant_bigtree_04.ldr
13730	960	96350	180	180	plant_bigtree_04.ldr
162750	1480	81750	180	-180	plant_bigtree_04.ldr
65550	2280	51850	180	0	plant_bigtree_04.ldr
113770	960	370	180	-90	plant_bigtree_04.ldr
109310	960	9610	180	-180	plant_bigtree_04.ldr
152010	1776	94250	180	-180	plant_bigtree_04.ldr
55090	1016	108750	180	180	plant_bigtree_04.ldr
62970	2632	111190	180	-360	plant_bigtree_04.ldr
29850	960	65650	180	90	plant_bigtree_04.ldr
5310	960	4890	180	-270	plant_bigtree_04.ldr
44290	960	75810	180	-180	plant_bigtree_04.ldr
134790	960	38410	180	-90	plant_bigtree_04.ldr
37130	960	67870	180	90	plant_bigtree_04.ldr
25210	1392	12790	180	90	plant_bigtree_04.ldr
154850	2016	128070	180	180	plant_bigtree_04.ldr
30810	4032	20310	180	-90	plant_bigtree_04.ldr
18170	960	105630	180	90	plant_bigtree_04.ldr
117890	960	39030	180	270	plant_bigtree_04.ldr
137730	960	14630	180	180	plant_bigtree_04.ldr
132930	960	32010	180	90	plant_bigtree_04.ldr
129210	960	88890	180	270	plant_bigtree_04.ldr
31250	960	59090	180	-90	plant_bigtree_04.ldr
96810	960	54550	180	-180	plant_bigtree_04.ldr
122030	960	21590	180	-90	plant_bigtree_04.ldr
95170	960	160890	180	270	plant_bigtree_04.ldr
54390	3288	50870	180	-270	plant_bigtree_04.ldr
62670	2304	137910	180	-360	plant_bigtree_04.ldr
111410	960	6290	180	-180	plant_bigtree_04.ldr
34970	960	63190	180	0	plant_bigtree_04.ldr
108490	1352	163790	180	-270	plant_bigtree_04.ldr
137650	1032	102410	180	0	plant_bigtree_04.ldr
110110	960	22310	180	90	plant_bigtree_04.ldr
101550	960	3010	180	-180	plant_bigtree_04.ldr
139810	1712	151590	180	0	plant_bigtree_04.ldr
41170	960	70790	180	0	plant_bigtree_04.ldr
88750	960	95390	180	90	plant_bigtree_04.ldr
68470	960	159610	180	90	plant_bigtree_04.ldr
106390	960	48830	180	-90	plant_bigtree_04.ldr
154830	1176	161910	180	0	plant_bigtree_04.ldr
149050	912	42410	180	270	plant_bigtree_04.ldr
48910	1032	121690	180	0	plant_bigtree_04.ldr
45750	960	91410	180	0	plant_bigtree_04.ldr
19790	960	61610	180	90	plant_bigtree_04.ldr
37570	960	91050	180	-180	plant_bigtree_04.ldr
132290	960	100710	180	0	plant_bigtree_04.ldr
66110	2664	47110	180	-90	plant_bigtree_04.ldr
81710	960	84610	180	-90	plant_bigtree_04.ldr
12110	960	98310	180	180	plant_bigtree_04.ldr
160350	960	74510	180	-180	plant_bigtree_04.ldr
63490	1144	65630	180	-270	plant_bigtree_04.ldr
84230	960	163770	180	0	plant_bigtree_04.ldr
137330	960	29210	180	90	plant_bigtree_04.ldr
108950	960	35650	180	-180	plant_bigtree_04.ldr
20190	960	73430	180	-90	plant_bigtree_04.ldr
100610	960	161210	180	-90	plant_bigtree_04.ldr
156170	1344	158510	180	-180	plant_bigtree_04.ldr
127150	2944	109710	180	-180	plant_bigtree_04.ldr
104310	960	33750	180	180	plant_bigtree_04.ldr
133630	960	93550	180	90	plant_bigtree_04.ldr
116910	288	59070	180	180	plant_bigtree_04.ldr
54330	960	93450	180	90	plant_bigtree_04.ldr
3010	960	80970	180	180	plant_bigtree_04.ldr
149090	960	90510	180	180	plant_bigtree_04.ldr
6750	960	8750	180	-180	plant_bigtree_04.ldr
121170	960	47450	180	270	plant_bigtree_04.ldr
159330	960	135710	180	180	plant_bigtree_04.ldr
97730	960	156630	180	0	plant_bigtree_04.ldr
84930	1672	145210	180	0	plant_bigtree_04.ldr
58670	3216	51110	180	-90	plant_bigtree_04.ldr
123530	960	34950	180	270	plant_bigtree_04.ldr
78490	1392	54030	180	0	plant_bigtree_04.ldr
116930	960	4810	180	90	plant_bigtree_04.ldr
35470	960	63470	180	180	plant_bigtree_04.ldr
87950	960	95230	180	0	plant_bigtree_04.ldr
14030	960	90450	180	-180	plant_bigtree_04.ldr
127310	960	82530	180	90	plant_bigtree_04.ldr
135530	960	100990	180	0	plant_bigtree_04.ldr
69870	2448	42910	180	-90	plant_bigtree_04.ldr
8930	960	71930	180	90	plant_bigtree_04.ldr
67710	960	8810	180	90	plant_bigtree_04.ldr
140010	1528	68390	180	-90	plant_bigtree_04.ldr
122470	960	32010	180	0	plant_bigtree_04.ldr
71730	960	9910	180	90	plant_bigtree_04.ldr
117990	1584	100810	180	-90	plant_bigtree_04.ldr
103950	1128	160690	180	-180	plant_bigtree_04.ldr
60250	2200	135070	180	-90	plant_bigtree_04.ldr
87850	984	97370	180	180	plant_bigtree_04.ldr
8870	1512	111830	180	180	plant_bigtree_04.ldr
76290	1456	37170	180	-90	plant_bigtree_04.ldr
136650	960	90510	180	-90	plant_bigtree_04.ldr
138210	960	39550	180	180	plant_bigtree_04.ldr
13730	176	75850	180	-90	plant_bigtree_04.ldr
27770	992	54190	180	-270	plant_bigtree_04.ldr
63990	960	79650	180	0	plant_bigtree_04.ldr
